,0,1,2,3,4,5,6
0,0.000618754496653131,0.01718250905873603,0.9545883448421721,-0.00080524940062221,0.010287172323527022,0.015813487416485812,0.002304287750637568
1,-0.01083698425981211,0.013852820991776815,0.8499874386738464,0.05727990619434542,0.0188764211266282,0.03417980923175221,0.036664048848328856
2,-0.007282127712172043,0.04120002286970159,0.6227026865499337,0.23384774769710792,0.01917675386685895,0.052104540039578075,0.03824540324533704
3,0.07088904228334506,0.05621825501144573,0.3968885994964539,0.365597289102078,0.015853652543041774,0.06254964510997468,0.03198875695638598
4,0.2888721060474049,0.03826838413949912,0.2297617489478303,0.3620370786749493,0.00734260944608893,0.05622286542750277,0.017474060203492292
5,0.6296477332309519,-0.005992997961667856,0.1075901883254875,0.2361599979291492,-0.004302132590247393,0.03624307230419579,0.0006323568976328575
6,0.9265928678424397,-0.03320572035803365,0.01948704931111006,0.08645098833184361,-0.011252985456347592,0.01668562320724403,-0.0047729341312261475
7,0.9646701331638355,0.02315462923861583,-0.021484296956916615,0.03232873127582059,-0.007592568319128912,0.007978757764125502,0.0009369158382668274
8,0.7010768373044008,0.18244375842297575,-0.017446705201471846,0.10189227500863196,0.007121877096031279,0.010954542433893454,0.0139545500337106
9,0.3191633550552487,0.3743539416748089,0.00869296279584314,0.22842588702393707,0.02474808375378161,0.018704826364977188,0.025909247734650642
10,0.03483207965373724,0.4981539880191085,0.049912247383908814,0.3670876241417821,0.028187589951924524,0.019771570964667716,0.0020344315339933527
11,0.15851454616727473,0.01273337654666079,0.8169466577202056,-0.05167958482719648,0.028610378005746923,0.004136792114318964,0.030742922127433348
12,0.10556102271452443,0.08971723926348174,0.713272042413905,-0.02167349946010033,0.03538479546356266,0.015005218977548869,0.06275491065896266
13,0.03272925192249656,0.22714720911414876,0.5043719382161026,0.12135908721161714,0.031835122678663716,0.024574096863505125,0.05799833437761698
14,0.04446444976953719,0.31872528373760145,0.3026101473027746,0.22853915236588418,0.027546819510631496,0.03167442191617934,0.04644601381993774
15,0.23288798368610697,0.290910547495758,0.1643895256426258,0.22390040029396008,0.02453184300224963,0.03300728756946939,0.030371909880059
16,0.5752652957316674,0.16115318307030793,0.07538342790527114,0.11866307606927684,0.023889622851133968,0.030188808943030006,0.015454053702780912
17,0.8855189711530762,0.030186991997639745,0.014698858443081997,0.0019636895757624284,0.026476745869581472,0.027562090783847908,0.013595821392679286
