,0,1,2,3,4,5,6
0,0.01921272150185216,0.01847738287536016,0.9174460943492748,0.00790528093348708,0.01004028453804559,0.006334460176181778,0.02057125223796677
1,0.00032361749621109825,-0.014811844219733583,0.8518454269182578,0.020117806235303015,0.03657277049422242,0.0692923437647508,0.03667117577244372
2,0.03965842690932517,0.01402632575367202,0.6680096463445869,0.08702566564785397,0.05639274396576471,0.08470745333661067,0.050178093121845554
3,0.23879018906179908,0.03036188055423017,0.4584192439215381,0.09859593113402931,0.05565655984326051,0.07206318343222107,0.04609878117902878
4,0.628938059442382,0.024188234644063056,0.22212625660598767,0.0408368112729679,0.03068672288225513,0.03240832357672574,0.020795083880082395
5,0.9402075277334859,0.009227798449424118,0.03279962520465751,0.002379370385762858,0.0075943054191966175,0.010002649236506844,-0.002223079464107068
6,0.8269676587338696,0.04526460817944056,-0.0062004339730168945,0.11948929082399151,0.0034952313945649516,0.012464781946708525,-0.0014825155840066974
7,0.38126784215549375,0.1282659530631568,0.06818493779975757,0.3628610379821546,0.013423140132461056,0.028324452600377636,0.01767833711505016
8,0.025859839872116347,0.23071478609866036,0.15399382371752754,0.5499213744273873,0.013644117770131386,-0.004235895792315869,0.030079949945716458
9,0.021305011327845624,0.3418922005170148,0.6720062327087304,-0.019119115896182537,0.02481615431739946,-0.045808354713909205,0.004921464616742935
10,-0.0031783644683844314,0.287152624438137,0.6185230229046962,-0.011548918258910024,0.04473250383828667,0.021637712179020885,0.042720095192728305
11,0.025120040754781442,0.24245405936974335,0.486011668356484,0.05221620632688584,0.056306268478743704,0.052731388616375274,0.08518471750228418
12,0.20573712632394903,0.18347135468791814,0.33444889574576075,0.062293690974757565,0.05859564770289899,0.06327793287638717,0.09218580438287127
13,0.5684214699694238,0.10089057179804117,0.16154331150719856,0.0074895899042303204,0.05068906912079932,0.056007430300760275,0.054961985892102314
14,0.85819935119272,0.017436526470036018,0.01843291560969773,-0.013966773306612112,0.04341267504943172,0.062355847907210715,0.014142346908608605
15,0.7520035789517685,-0.0001464464592586534,-0.017832476678418807,0.15331085222385343,0.03643006329813872,0.07349492133836366,0.0027649091242958578
16,0.3357793593782349,0.038840696803303376,0.027517692617521294,0.47204096533226725,0.028516930706353222,0.08243732486198607,0.014902296415838075
17,0.006322663316441768,0.12295826341125471,0.0925786479508563,0.7017831585257881,0.013718014913583224,0.03844057492738251,0.024205786939728954
18,0.03706332557084155,0.7952772104485274,0.2756246297966329,0.003983550702047478,0.02903323087419743,-0.12507340866667271,-0.01590534679102504
19,0.010229849519465012,0.718429422183372,0.2458040139854123,0.0057764351155514815,0.03703309937342747,-0.05950033102054231,0.0422548561439975
20,0.021823781980450485,0.5832616569114198,0.2026582147306382,0.059934196479380863,0.035320781899713494,-0.018391571334097967,0.11540588309866875
21,0.15040652844205737,0.4334518288437918,0.15236514309204205,0.06705158692046265,0.040636713067068925,0.011133298289268345,0.14495390247801462
22,0.4185991074900284,0.26155422249342813,0.09100027515068004,0.02059015940408282,0.055968584272986927,0.03332518381658445,0.1189543659080165
23,0.6326849125869637,0.09841804258691045,0.03137320492201501,0.02282220765781462,0.07071660146400333,0.0651122675984046,0.07887419278253226
24,0.5517581389746058,0.011207080732790087,0.003823084708389546,0.23973816060011105,0.06210943977705499,0.08293108721459086,0.048448315485481216
